,dates
16706,Jan 16th 2024
16707,Apr 5th 2024
16708,May 2nd 2021
16709,12/24/2024
16710,December 30 2021
16711,Jan 1st 2023
16712,14/08/2020
16713,11/01/2022
16714,March 7 2023
16715,06/19/2022
16716,01/08/2023
16717,12/29/2024
16718,March 30 2022
16719,10/11/2024
16720,02/03/2022
16721,29/06/2023
16722,05/17/2021
16723,08/30/2024
16724,13/01/2022
16725,Feb 20th 2023
16726,Aug 17th 2023
16727,Nov 25th 2020
16728,24/07/2020
16729,09/10/2023
16730,November 18 2022
16731,04/03/2022
16732,01/06/2023
16733,Nov 14th 2021
16734,04/17/2021
16735,01/05/2024
16736,Dec 11th 2020
16737,23/10/2021
16738,May 26th 2020
16739,04/01/2024
16740,Apr 2nd 2020
16741,15/09/2020
16742,Feb 20th 2024
16743,February 24 2021
16744,12/06/2020
16745,Mar 5th 2020
16746,05/03/2021
16747,January 6 2020
16748,26/12/2024
16749,Dec 1st 2024
16750,02/12/2023
16751,Jul 1st 2023
16752,11/20/2020
16753,07/23/2023
16754,Jun 9th 2024
16755,July 16 2023
16756,18/07/2020
16757,Sep 14th 2023
16758,January 7 2024
16759,09/05/2020
16760,Aug 9th 2022
16761,10/28/2020
16762,March 12 2023
16763,11/16/2022
16764,April 25 2021
16765,Apr 25th 2021
16766,Jun 16th 2020
16767,24/03/2024
16768,31/10/2022
16769,07/30/2024
16770,Apr 6th 2022
16771,16/03/2020
16772,Jul 15th 2022
16773,03/05/2020
16774,09/09/2020
16775,December 24 2024
16776,07/04/2020
16777,December 4 2024
16778,26/12/2024
16779,01/26/2021
16780,Feb 15th 2023
16781,01/16/2023
16782,Jun 21st 2021
16783,August 10 2024
16784,08/06/2024
16785,Dec 27th 2024
16786,01/27/2022
16787,07/16/2023
16788,24/12/2021
16789,Dec 23rd 2022
16790,05/18/2024
16791,Apr 25th 2022
16792,29/04/2023
16793,08/01/2024
16794,05/07/2023
16795,10/11/2023
16796,26/10/2023
16797,12/02/2021
16798,June 28 2023
16799,July 12 2022
16800,August 27 2021
16801,05/23/2024
16802,28/12/2024
16803,12/04/2021
16804,May 24th 2024
16805,October 28 2023
16806,Jul 3rd 2020
16807,18/09/2020
16808,11/10/2021
16809,Jul 29th 2022
16810,Nov 3rd 2020
16811,01/08/2024
16812,01/25/2022
16813,Dec 1st 2020
16814,20/12/2022
16815,June 20 2020
16816,10/09/2023
16817,May 10 2021
16818,21/03/2022
16819,May 7 2024
16820,01/05/2022
16821,February 7 2024
16822,07/01/2024
16823,July 24 2020
16824,23/08/2020
16825,06/08/2024
16826,August 24 2020
16827,Oct 12th 2024
16828,07/28/2024
16829,July 1 2020
16830,August 29 2020
16831,01/11/2021
16832,10/19/2021
16833,Feb 19th 2022
16834,29/12/2023
16835,10/06/2020
16836,24/09/2021
16837,September 29 2022
16838,Jul 30th 2020
16839,08/15/2020
16840,Jul 30th 2021
16841,05/31/2023
16842,13/01/2021
16843,Apr 6th 2021
16844,27/11/2022
16845,Feb 7th 2022
16846,11/17/2024
16847,Aug 8th 2024
16848,09/29/2020
16849,09/13/2022
16850,June 28 2022
16851,21/04/2021
16852,03/07/2021
16853,07/29/2023
16854,May 25th 2021
16855,Apr 18th 2023
16856,Dec 1st 2020
16857,01/07/2020
16858,03/18/2023
16859,Sep 25th 2020
16860,Dec 5th 2023
16861,05/11/2024
16862,07/03/2021
16863,Aug 31st 2020
16864,Aug 12th 2024
16865,December 14 2021
16866,26/01/2020
16867,January 8 2023
16868,25/02/2024
16869,Feb 23rd 2021
16870,28/05/2023
16871,Apr 12th 2024
16872,August 10 2022
16873,April 1 2022
16874,02/09/2024
16875,07/10/2022
16876,September 14 2024
16877,20/02/2022
16878,December 17 2024
16879,January 4 2023
16880,09/14/2022
16881,September 19 2022
16882,19/03/2021
16883,April 4 2020
16884,June 29 2021
16885,17/01/2021
16886,27/10/2023
16887,02/07/2022
16888,04/09/2023
16889,Jun 18th 2021
16890,29/09/2023
16891,December 31 2022
16892,November 9 2022
16893,05/19/2024
16894,Nov 16th 2021
16895,July 28 2020
16896,05/19/2020
16897,21/10/2020
16898,May 23rd 2024
16899,01/08/2021
16900,August 31 2024
16901,03/17/2022
16902,02/13/2023
16903,Oct 7th 2023
16904,10/24/2021
16905,11/10/2021
16906,Oct 20th 2021
16907,May 25th 2020
16908,14/03/2024
16909,September 1 2020
16910,June 20 2024
16911,02/10/2024
16912,Apr 4th 2022
16913,Feb 4th 2023
16914,Dec 12th 2022
16915,Sep 19th 2021
16916,Apr 24th 2023
16917,August 30 2020
16918,May 22nd 2024
16919,June 11 2023
16920,10/30/2020
16921,18/03/2020
16922,Oct 4th 2020
16923,April 19 2022
16924,04/21/2023
16925,March 17 2020
16926,July 11 2021
16927,10/30/2020
16928,Feb 13th 2023
16929,02/14/2021
16930,11/13/2022
16931,Jan 26th 2021
16932,February 6 2023
16933,03/27/2024
16934,07/30/2021
16935,09/03/2022
16936,June 27 2021
16937,September 19 2024
16938,Feb 20th 2022
16939,12/01/2022
16940,July 7 2022
16941,08/05/2022
16942,29/04/2021
16943,28/12/2022
16944,20/02/2022
16945,August 23 2024
16946,May 2nd 2020
16947,Feb 17th 2020
16948,27/09/2023
16949,10/28/2024
16950,November 15 2021
16951,30/11/2023
16952,January 10 2021
16953,09/12/2021
16954,24/03/2021
16955,20/08/2021
16956,10/21/2022
16957,11/15/2022
16958,Feb 11th 2021
16959,08/25/2023
16960,Jul 8th 2022
16961,Dec 13th 2020
16962,12/17/2021
16963,March 29 2021
16964,August 8 2022
16965,10/18/2022
16966,Dec 1st 2020
16967,November 25 2021
16968,06/09/2022
16969,Jun 30th 2020
16970,04/11/2021
16971,19/03/2024
16972,May 9th 2020
16973,08/29/2021
16974,May 29 2020
16975,15/07/2022
16976,21/07/2024
16977,28/09/2021
16978,December 25 2020
16979,April 16 2022
16980,13/01/2020
16981,February 13 2022
16982,Apr 8th 2020
16983,Jul 18th 2023
16984,May 31 2022
16985,Jan 27th 2020
16986,26/04/2024
16987,03/29/2021
16988,04/05/2022
16989,December 17 2020
16990,Apr 25th 2022
16991,May 17th 2024
16992,11/29/2024
16993,04/02/2021
16994,Mar 7th 2024
16995,Jun 13th 2024
16996,25/08/2023
16997,11/07/2022
16998,03/20/2020
16999,12/28/2024
17000,Nov 29th 2020
17001,27/05/2023
17002,Jul 13th 2022
17003,12/29/2024
17004,03/12/2023
17005,30/12/2024
17006,26/09/2020
17007,October 31 2022
17008,07/05/2023
17009,05/26/2021
17010,28/01/2021
17011,27/08/2022
17012,04/07/2021
17013,Sep 15th 2022
17014,23/12/2022
17015,Aug 25th 2024
17016,November 10 2024
17017,October 2 2021
17018,02/13/2021
17019,12/26/2020
17020,05/13/2022
17021,07/04/2024
17022,November 28 2020
17023,04/09/2024
17024,September 2 2022
17025,12/08/2022
17026,19/11/2023
17027,March 29 2021
17028,04/23/2022
17029,12/31/2021
17030,14/03/2022
17031,Jun 27th 2022
17032,06/10/2021
17033,15/06/2023
17034,Nov 21st 2022
17035,March 2 2020
17036,04/28/2021
17037,03/09/2023
17038,10/17/2021
17039,20/02/2021
17040,January 4 2024
17041,09/18/2024
17042,January 7 2023
17043,August 18 2022
17044,15/03/2021
17045,24/09/2022
17046,03/07/2024
17047,20/06/2023
17048,03/27/2020
17049,08/16/2022
17050,May 28th 2021
17051,06/22/2023
17052,Jan 10th 2022
17053,07/20/2021
17054,12/07/2021
17055,06/07/2022
17056,March 12 2020
17057,November 18 2024
17058,12/07/2024
17059,10/19/2021
17060,Jan 22nd 2020
17061,Nov 1st 2020
17062,01/09/2024
17063,22/01/2021
17064,25/04/2021
17065,01/10/2020
17066,Jul 14th 2020
17067,Dec 9th 2021
17068,April 4 2021
17069,10/15/2021
17070,July 15 2021
17071,Oct 29th 2021
17072,28/04/2020
17073,September 27 2021
17074,07/06/2023
17075,January 22 2024
17076,Jan 27th 2021
17077,November 21 2024
17078,November 25 2024
17079,Sep 9th 2020
17080,Aug 17th 2024
17081,01/15/2023
17082,01/13/2020
17083,01/12/2024
17084,Jan 16th 2020
17085,31/08/2022
17086,02/08/2024
17087,09/13/2024
17088,16/02/2020
17089,March 30 2023
17090,01/20/2024
17091,21/12/2024
17092,12/30/2020
17093,Feb 25th 2021
17094,01/08/2024
17095,05/01/2024
17096,08/08/2022
17097,Nov 21st 2023
17098,November 9 2022
17099,17/05/2023
17100,May 19th 2022
17101,19/05/2020
17102,19/06/2022
17103,October 6 2022
17104,09/09/2022
17105,06/07/2021
17106,Oct 26th 2021
17107,June 25 2023
17108,12/31/2023
17109,08/20/2022
17110,Oct 15th 2022
17111,May 17th 2023
17112,30/03/2021
17113,03/09/2020
17114,03/24/2022
17115,05/14/2022
17116,01/08/2021
17117,February 29 2020
17118,05/09/2020
17119,08/30/2023
17120,November 19 2023
17121,Dec 25th 2023
17122,July 12 2023
17123,Jul 2nd 2022
17124,04/11/2022
17125,Oct 6th 2023
17126,June 18 2020
17127,08/31/2020
17128,Mar 13th 2023
17129,Jun 1st 2020
17130,March 15 2023
17131,06/14/2020
17132,May 12 2024
17133,Jan 6th 2021
17134,Aug 4th 2020
17135,June 21 2021
17136,December 7 2022
17137,Aug 4th 2023
17138,21/08/2024
17139,06/16/2021
17140,Oct 14th 2024
17141,September 8 2020
17142,07/20/2024
17143,08/27/2023
17144,01/11/2020
17145,01/24/2020
17146,20/07/2023
17147,07/21/2020
17148,Sep 24th 2022
17149,08/03/2023
17150,26/10/2022
17151,07/17/2024
17152,May 6 2022
17153,January 26 2021
17154,17/04/2020
17155,12/06/2021
17156,December 10 2022
17157,16/08/2021
17158,04/22/2021
17159,November 16 2021
17160,05/15/2022
17161,May 21 2022
17162,15/12/2022
17163,08/07/2021
17164,06/10/2024
17165,11/12/2020
17166,Sep 1st 2023
17167,09/26/2024
17168,15/09/2024
17169,10/10/2023
17170,Sep 19th 2022
17171,August 4 2021
17172,October 10 2024
17173,Feb 10th 2022
17174,04/29/2022
17175,Feb 4th 2024
17176,21/01/2022
17177,February 26 2023
17178,Apr 5th 2021
17179,12/04/2022
17180,Mar 18th 2024
17181,12/28/2020
17182,April 9 2024
17183,September 15 2020
17184,Jul 3rd 2020
17185,Dec 27th 2021
17186,December 28 2023
17187,07/09/2023
17188,12/29/2020
17189,Oct 23rd 2021
17190,07/11/2022
17191,05/04/2020
17192,May 2 2024
17193,Mar 9th 2023
17194,July 10 2021
17195,Dec 12th 2022
17196,Jun 30th 2023
17197,Sep 9th 2022
17198,28/04/2022
17199,August 22 2020
17200,03/02/2024
17201,Jul 18th 2022
17202,04/05/2022
17203,Feb 29th 2024
17204,25/05/2023
17205,10/22/2024
17206,11/25/2020
17207,07/27/2020
17208,February 27 2022
17209,Aug 29th 2020
17210,07/12/2023
17211,Mar 13th 2021
17212,March 26 2023
17213,20/12/2022
17214,Dec 23rd 2023
17215,09/25/2024
17216,Jan 24th 2020
17217,09/03/2021
17218,11/23/2023
17219,12/11/2024
17220,June 30 2021
17221,November 6 2021
17222,January 12 2023
17223,Feb 11th 2024
17224,04/02/2024
17225,02/03/2020
17226,Apr 22nd 2024
17227,09/01/2021
17228,Dec 2nd 2020
17229,09/26/2022
17230,04/20/2024
17231,31/08/2023
17232,22/06/2024
17233,01/08/2024
17234,Jun 1st 2021
17235,03/12/2020
17236,Sep 30th 2023
17237,Dec 1st 2024
17238,Jun 16th 2023
17239,Aug 29th 2021
17240,June 13 2020
17241,Jan 7th 2022
17242,July 1 2024
17243,26/02/2020
17244,10/21/2024
17245,Jul 30th 2023
17246,26/05/2023
17247,22/09/2020
17248,Jul 16th 2023
17249,Jun 27th 2022
17250,24/09/2021
17251,November 13 2022
17252,04/10/2022
17253,March 22 2023
17254,01/11/2020
17255,April 14 2024
17256,05/11/2023
17257,14/08/2022
17258,08/03/2021
17259,07/11/2023
17260,July 15 2021
17261,August 18 2023
17262,Mar 19th 2020
17263,23/07/2022
17264,September 13 2024
17265,25/11/2020
17266,December 11 2020
17267,Mar 5th 2022
17268,10/08/2020
17269,16/04/2022
17270,26/10/2024
17271,October 26 2024
17272,December 12 2021
17273,07/11/2023
17274,May 21st 2020
17275,04/22/2022
17276,September 15 2024
17277,Jul 9th 2021
17278,Dec 24th 2024
17279,03/23/2022
17280,04/07/2023
17281,June 12 2022
17282,September 18 2023
17283,January 10 2021
17284,May 29 2020
17285,06/06/2021
17286,May 26th 2020
17287,May 9th 2024
17288,Sep 23rd 2020
17289,02/04/2024
17290,09/03/2023
17291,May 23rd 2024
17292,May 16 2022
17293,October 4 2022
17294,April 25 2021
17295,04/30/2020
17296,Mar 29th 2022
17297,12/08/2024
17298,January 10 2020
17299,12/20/2020
17300,January 3 2022
17301,08/04/2020
17302,05/20/2021
17303,April 16 2022
17304,09/19/2022
17305,Dec 30th 2020
17306,Mar 16th 2022
17307,07/01/2024
17308,04/11/2021
17309,Nov 18th 2022
17310,Aug 2nd 2020
17311,24/12/2024
17312,12/02/2024
17313,17/08/2022
17314,Mar 18th 2021
17315,14/02/2022
17316,May 13th 2022
17317,02/25/2022
17318,07/02/2023
17319,Feb 11th 2020
17320,05/06/2021
17321,May 4 2022
17322,May 6th 2023
17323,12/20/2024
17324,Aug 11th 2022
17325,Aug 19th 2023
17326,06/04/2020
17327,Jul 3rd 2020
17328,Apr 15th 2021
17329,06/21/2020
17330,Sep 6th 2021
17331,March 9 2020
17332,06/01/2023
17333,Dec 1st 2024
17334,July 22 2021
17335,09/09/2021
17336,12/01/2023
17337,24/04/2023
17338,19/12/2020
17339,01/21/2023
17340,05/31/2022
17341,May 24th 2020
17342,08/11/2022
17343,Aug 17th 2020
17344,06/08/2024
17345,21/09/2023
17346,Nov 14th 2023
17347,03/10/2021
17348,06/24/2021
17349,March 21 2021
17350,Aug 2nd 2022
17351,06/23/2022
17352,21/04/2022
17353,Sep 28th 2020
17354,05/03/2024
17355,07/04/2022
17356,January 7 2021
17357,September 8 2023
17358,05/02/2020
17359,August 26 2023
17360,Dec 3rd 2021
17361,06/17/2024
17362,03/06/2024
17363,01/17/2020
17364,Oct 26th 2022
17365,November 25 2023
17366,03/24/2022
17367,01/05/2021
17368,24/07/2021
17369,May 25 2021
17370,Oct 22nd 2024
17371,06/03/2024
17372,Aug 12th 2024
17373,09/27/2020
17374,Aug 27th 2022
17375,August 31 2024
17376,May 31 2022
17377,04/23/2024
17378,10/02/2020
17379,Jun 2nd 2023
17380,04/12/2023
17381,Dec 19th 2022
17382,May 31 2020
17383,02/25/2024
17384,10/08/2023
17385,May 13 2022
17386,12/05/2022
17387,06/18/2024
17388,05/12/2023
17389,November 11 2024
17390,September 26 2022
17391,09/24/2020
17392,Sep 28th 2023
17393,11/12/2021
17394,Dec 28th 2023
17395,March 15 2020
17396,March 26 2020
17397,May 10 2021
17398,Feb 3rd 2020
17399,04/12/2020
17400,29/07/2020
17401,April 26 2020
17402,17/09/2023
17403,Aug 22nd 2024
17404,Aug 9th 2020
17405,22/12/2021
17406,August 2 2021
17407,June 8 2020
17408,06/15/2020
17409,22/05/2022
17410,Jan 31st 2021
17411,21/06/2023
17412,01/16/2023
17413,07/12/2020
17414,January 10 2023
17415,Mar 8th 2020
17416,26/05/2020
17417,08/28/2024
17418,October 8 2021
17419,October 7 2023
17420,Dec 26th 2020
17421,December 31 2021
17422,January 15 2021
17423,17/02/2024
17424,21/02/2023
17425,01/09/2020
17426,May 5 2023
17427,August 27 2021
17428,August 12 2023
17429,April 27 2021
17430,Sep 8th 2022
17431,31/03/2021
17432,10/29/2024
17433,May 13th 2020
17434,Aug 19th 2022
17435,16/09/2020
17436,02/13/2023
17437,11/10/2020
17438,Nov 14th 2023
17439,May 2nd 2021
17440,Mar 13th 2024
17441,05/28/2024
17442,Oct 29th 2023
17443,25/06/2023
17444,Jun 14th 2020
17445,March 15 2021
17446,04/04/2022
17447,02/03/2021
17448,Dec 3rd 2023
17449,May 8th 2024
17450,September 29 2023
17451,Nov 18th 2020
17452,November 12 2022
17453,Aug 5th 2022
17454,March 27 2023
17455,January 7 2021
17456,April 5 2021
17457,03/26/2022
17458,11/23/2022
17459,September 4 2021
17460,12/11/2022
17461,10/25/2022
17462,Aug 3rd 2020
17463,November 16 2021
17464,02/09/2023
17465,10/11/2022
17466,31/05/2020
17467,05/08/2024
17468,Dec 20th 2020
17469,09/11/2021
17470,March 16 2020
17471,April 27 2024
17472,05/28/2023
17473,12/01/2024
17474,December 16 2021
17475,May 26th 2024
17476,06/19/2021
17477,July 20 2024
17478,03/17/2020
17479,Apr 17th 2021
17480,12/22/2024
17481,Oct 2nd 2024
17482,07/04/2024
17483,April 4 2021
17484,October 24 2023
17485,30/06/2021
17486,February 25 2021
17487,May 3rd 2024
17488,05/17/2024
17489,04/04/2023
17490,15/11/2022
17491,16/06/2020
17492,May 16th 2020
17493,July 16 2020
17494,Feb 15th 2020
17495,01/18/2022
17496,03/07/2023
17497,July 14 2022
17498,July 31 2022
17499,10/08/2022
17500,30/09/2024
17501,Dec 31st 2021
17502,24/07/2021
17503,Sep 23rd 2021
17504,03/31/2024
17505,25/01/2024
17506,18/04/2024
17507,03/09/2022
17508,June 2 2020
17509,Jun 15th 2020
17510,10/07/2022
17511,Apr 11th 2021
17512,September 18 2023
17513,15/11/2022
17514,12/27/2021
17515,June 28 2022
17516,Jul 16th 2020
17517,09/19/2023
17518,Sep 9th 2020
17519,March 10 2024
17520,27/09/2023
17521,13/08/2023
17522,April 12 2021
17523,05/22/2024
17524,Jul 19th 2020
17525,Aug 4th 2022
17526,Nov 30th 2021
17527,26/10/2023
17528,Mar 7th 2020
17529,Apr 26th 2024
17530,Jun 21st 2024
17531,12/13/2024
17532,01/07/2021
17533,09/10/2020
17534,March 4 2020
17535,December 29 2022
17536,03/04/2021
17537,01/08/2021
17538,October 20 2024
17539,24/05/2023
17540,01/11/2020
17541,17/11/2022
17542,July 22 2022
17543,April 9 2023
17544,Aug 18th 2022
17545,15/10/2023
17546,03/18/2021
17547,February 4 2021
17548,08/06/2020
17549,April 22 2022
17550,11/01/2022
17551,06/21/2020
17552,27/02/2024
17553,04/06/2022
17554,24/02/2024
17555,Nov 17th 2023
17556,04/02/2023
17557,January 4 2020
17558,28/05/2024
17559,September 17 2020
17560,March 22 2023
17561,February 14 2023
17562,07/01/2022
17563,09/04/2024
17564,12/04/2021
17565,10/02/2021
17566,October 27 2020
17567,08/22/2021
17568,02/09/2020
17569,23/07/2020
17570,October 14 2020
17571,26/09/2022
17572,Oct 5th 2024
17573,Jun 23rd 2021
17574,Dec 16th 2020
17575,January 2 2020
17576,Oct 6th 2020
17577,14/10/2021
17578,April 15 2024
17579,September 2 2022
17580,10/24/2021
17581,01/13/2021
17582,01/17/2024
17583,Mar 8th 2024
17584,December 27 2020
17585,April 27 2022
17586,August 24 2020
17587,April 28 2020
17588,05/10/2022
17589,06/07/2022
17590,November 11 2023
17591,Aug 10th 2023
17592,06/01/2022
17593,February 10 2020
17594,May 18 2024
17595,19/04/2023
17596,07/18/2021
17597,Jan 26th 2020
17598,Dec 12th 2023
17599,October 31 2021
17600,17/09/2021
17601,Jul 15th 2020
17602,Feb 11th 2021
17603,12/28/2024
17604,December 11 2024
17605,January 18 2021
17606,October 5 2021
17607,October 8 2021
17608,10/07/2022
17609,09/24/2020
17610,10/28/2023
17611,24/02/2021
17612,09/11/2021
17613,Dec 28th 2022
17614,07/10/2022
17615,17/04/2024
17616,November 12 2020
17617,May 25 2024
17618,06/26/2021
17619,01/04/2023
17620,04/05/2020
17621,21/08/2023
17622,May 13 2024
17623,07/22/2020
17624,June 25 2022
17625,Feb 29th 2020
17626,July 28 2023
17627,17/05/2023
17628,Nov 14th 2023
17629,06/25/2022
17630,06/19/2021
17631,07/15/2023
17632,07/31/2020
17633,04/09/2023
17634,13/06/2024
17635,May 26 2022
17636,11/02/2023
17637,January 22 2020
17638,April 5 2023
17639,03/04/2020
17640,September 1 2020
17641,Jan 7th 2024
17642,07/03/2021
17643,December 13 2022
17644,August 14 2020
17645,Jul 25th 2023
17646,11/14/2021
17647,Apr 8th 2023
17648,June 16 2023
17649,08/04/2022
17650,17/04/2024
17651,03/02/2021
17652,01/03/2022
17653,06/09/2020
17654,05/02/2022
17655,25/12/2024
17656,May 6th 2024
17657,02/06/2023
17658,10/31/2023
17659,Jun 18th 2024
17660,August 24 2023
17661,11/01/2020
17662,May 13 2021
17663,11/02/2024
17664,Nov 21st 2024
17665,February 10 2024
17666,08/18/2021
17667,01/12/2023
17668,October 12 2022
17669,Oct 24th 2024
17670,Mar 31st 2024
17671,November 19 2022
17672,04/09/2020
17673,May 15th 2021
17674,July 31 2023
17675,16/08/2021
17676,02/03/2024
17677,02/07/2023
17678,19/02/2022
17679,Nov 12th 2022
17680,Apr 2nd 2022
17681,Feb 24th 2021
17682,10/17/2021
17683,01/04/2022
17684,03/05/2020
17685,19/01/2023
17686,08/20/2021
17687,June 27 2021
17688,09/03/2023
17689,27/07/2023
17690,01/07/2020
17691,Dec 12th 2024
17692,April 7 2023
17693,10/10/2021
17694,June 6 2021
17695,29/07/2022
17696,Sep 21st 2024
17697,Apr 12th 2023
17698,July 20 2021
17699,04/04/2020
17700,01/02/2022
17701,November 3 2021
17702,January 1 2020
17703,December 30 2022
17704,06/24/2024
17705,04/04/2020
17706,05/27/2020
17707,Jun 3rd 2023
17708,July 25 2021
17709,09/30/2023
17710,10/10/2021
17711,03/08/2022
17712,07/07/2024
17713,February 25 2020
17714,07/01/2024
17715,02/26/2023
17716,09/10/2021
17717,November 25 2021
17718,September 29 2020
17719,15/07/2022
17720,28/01/2020
17721,Nov 15th 2022
17722,09/16/2021
17723,02/15/2020
17724,06/09/2021
17725,01/12/2021
17726,29/05/2023
17727,10/30/2023
17728,08/30/2020
17729,19/01/2021
17730,01/29/2024
17731,June 7 2021
17732,March 30 2023
17733,12/08/2023
17734,11/11/2023
17735,Feb 5th 2023
17736,10/08/2022
17737,05/01/2022
17738,11/02/2024
17739,February 27 2022
17740,28/06/2024
17741,Jul 9th 2023
17742,Jun 1st 2022
17743,26/07/2024
17744,11/07/2020
17745,09/23/2024
17746,21/09/2023
17747,Jun 3rd 2022
17748,Sep 18th 2024
17749,Mar 2nd 2024
17750,09/26/2022
17751,November 10 2022
17752,27/11/2024
17753,Jun 13th 2021
17754,December 13 2023
17755,Oct 23rd 2024
17756,August 16 2024
17757,11/01/2021
17758,Mar 29th 2021
17759,Jun 3rd 2022
17760,Dec 7th 2024
17761,08/05/2021
17762,29/01/2022
17763,Mar 22nd 2023
17764,July 5 2021
17765,Aug 12th 2021
17766,October 23 2023
17767,04/11/2023
17768,25/11/2024
17769,04/10/2024
17770,Nov 9th 2020
17771,31/01/2020
17772,Dec 8th 2024
17773,Mar 12th 2022
17774,01/21/2023
17775,September 21 2022
17776,22/11/2021
17777,08/18/2022
17778,18/06/2023
17779,Feb 4th 2023
17780,February 1 2021
17781,May 7th 2021
17782,08/10/2024
17783,04/30/2024
17784,14/09/2022
17785,20/12/2023
17786,March 1 2023
17787,16/01/2020
17788,Jan 23rd 2023
17789,August 27 2022
17790,Jul 12th 2023
17791,13/07/2024
17792,13/06/2022
17793,02/16/2023
17794,04/01/2020
17795,January 6 2021
17796,Jun 27th 2020
17797,28/11/2023
17798,11/14/2021
17799,06/14/2020
17800,December 28 2021
17801,Mar 29th 2024
17802,28/06/2020
17803,13/04/2022
17804,12/06/2023
17805,Jan 8th 2022
17806,Dec 6th 2020
17807,October 31 2024
17808,11/10/2022
17809,11/06/2023
17810,08/27/2020
17811,05/03/2023
17812,May 3 2021
17813,Oct 30th 2024
17814,07/24/2023
17815,September 11 2024
17816,Dec 5th 2021
17817,16/10/2023
17818,November 9 2021
17819,October 26 2020
17820,August 4 2020
17821,January 11 2020
17822,04/25/2024
17823,Jul 21st 2020
17824,March 18 2022
17825,January 7 2023
17826,09/12/2024
17827,July 10 2024
17828,September 22 2022
17829,Sep 5th 2022
17830,24/07/2024
17831,09/20/2021
17832,08/10/2024
17833,23/09/2020
17834,11/05/2022
17835,Jul 12th 2022
17836,September 15 2020
17837,February 6 2023
17838,August 28 2024
17839,October 18 2024
17840,Aug 4th 2024
17841,10/16/2021
17842,29/08/2020
17843,11/24/2021
17844,03/01/2022
17845,July 2 2020
17846,04/14/2020
17847,14/04/2023
17848,April 10 2022
17849,07/11/2023
17850,Dec 22nd 2024
17851,Apr 14th 2020
17852,Jan 15th 2021
17853,September 11 2022
17854,November 17 2024
17855,March 9 2020
17856,10/10/2024
17857,January 7 2021
17858,24/03/2024
17859,June 15 2022
17860,08/21/2020
17861,June 26 2021
17862,17/01/2023
17863,03/04/2024
17864,Jul 18th 2020
17865,May 5 2020
17866,06/16/2022
17867,April 5 2024
17868,06/03/2020
17869,February 4 2024
17870,Mar 11th 2021
17871,Jun 21st 2021
17872,Aug 25th 2023
17873,October 13 2023
17874,08/28/2024
17875,06/12/2020
17876,Jul 1st 2022
17877,12/30/2022
17878,12/08/2021
17879,03/11/2024
17880,February 25 2021
17881,14/01/2022
17882,Dec 16th 2024
17883,Sep 6th 2020
17884,April 6 2022
17885,Apr 9th 2020
17886,01/10/2021
17887,11/17/2023
17888,06/01/2021
17889,April 11 2021
17890,08/29/2022
17891,Jul 10th 2021
17892,11/30/2020
17893,30/10/2020
17894,10/01/2023
17895,August 17 2022
17896,January 17 2021
17897,30/04/2022
17898,12/15/2022
17899,May 25th 2024
17900,26/01/2022
17901,April 15 2024
17902,07/18/2024
17903,January 17 2023
17904,May 10 2020
17905,June 27 2021
17906,Feb 18th 2023
17907,Nov 12th 2022
17908,Apr 12th 2023
17909,01/23/2023
17910,Feb 24th 2022
17911,Mar 29th 2022
17912,November 28 2020
17913,03/04/2022
17914,Sep 23rd 2021
17915,May 8th 2021
17916,10/29/2024
17917,05/08/2022
17918,16/02/2023
17919,28/11/2020
17920,Oct 28th 2020
17921,Jan 28th 2022
17922,11/25/2021
17923,April 19 2022
17924,01/04/2020
17925,02/08/2022
17926,17/08/2022
17927,Dec 25th 2021
17928,September 5 2024
17929,September 25 2024
17930,Jun 9th 2020
17931,January 26 2024
17932,Mar 29th 2023
17933,February 20 2020
17934,11/06/2020
17935,08/29/2021
17936,Apr 13th 2021
17937,01/02/2023
17938,15/03/2023
17939,03/30/2020
17940,04/19/2020
17941,31/08/2020
17942,January 5 2021
17943,27/08/2023
17944,November 11 2023
17945,March 17 2021
17946,09/04/2024
17947,June 13 2022
17948,May 13 2020
17949,Sep 15th 2024
17950,January 29 2024
17951,Mar 10th 2021
17952,08/14/2023
17953,January 16 2021
17954,09/19/2024
17955,Jul 25th 2023
17956,Mar 5th 2020
17957,July 4 2021
17958,Jan 8th 2022
17959,August 26 2020
17960,Mar 16th 2022
17961,May 11th 2024
17962,Dec 11th 2022
17963,June 3 2020
17964,13/02/2022
17965,22/05/2022
17966,07/09/2022
17967,Aug 14th 2023
17968,Oct 20th 2021
17969,04/26/2020
17970,Jun 11th 2022
17971,March 6 2023
17972,08/26/2020
17973,05/11/2021
17974,July 10 2024
17975,12/22/2024
17976,27/03/2020
17977,04/16/2022
17978,04/23/2023
17979,September 26 2022
17980,Oct 30th 2023
17981,10/08/2021
17982,19/09/2023
17983,May 25 2020
17984,10/19/2024
17985,Nov 21st 2022
17986,06/27/2024
17987,August 11 2023
17988,July 6 2021
17989,21/01/2023
17990,23/11/2023
17991,Dec 3rd 2020
17992,Mar 21st 2020
17993,22/02/2023
17994,Apr 30th 2021
17995,Nov 9th 2022
17996,August 25 2024
17997,Oct 1st 2020
17998,29/07/2024
17999,September 2 2023
18000,26/04/2021
18001,May 21st 2024
18002,Oct 22nd 2024
18003,28/10/2021
18004,Sep 20th 2024
18005,02/26/2023
18006,March 25 2021
18007,February 15 2022
18008,August 7 2022
